COMPANY_NAME,CATEGORY,ASSESSMENT_TEXT
CHOKYUMARU SUISAN,Transparency,"Poor. Chokyumaru Suisan provides very little public information regarding its sourcing practices, traceability, and overall sustainability performance. The absence of sustainability reports and non-participation in voluntary disclosure platforms indicates a significant lack of transparency."
CHUBU SUISAN CO LTD,Compliance Enforcement,"Poor. The company has no publicly available policies regarding IUU fishing or other critical compliance issues. Consequently, there is no evidence of any enforcement actions taken against suppliers who might breach sustainability standards."
CHUBU SUISAN CO LTD,Fishing Practices,"Poor. As a wholesale distributor, the company is not directly involved in fishing, but it provides no public information on the fishing practices within its supply chain. There is a complete lack of disclosure on topics such as gear type, bycatch, or associated mitigation measures."
CHUBU SUISAN CO LTD,Management Governance,"Poor. There is no publicly available information demonstrating board-level oversight for sustainability, advocacy for better fisheries management, or collaboration with scientific groups. The ownership structure, with Nissui as the parent company, suggests that governance might be directed from a higher level, but this is not explicitly stated or detailed by Chubu Suisan."
CHUBU SUISAN CO LTD,Ocean Health,"Poor. The company's public commitment to ocean health is confined to general statements and a national-level certification. There are no specific, measurable targets for key issues like carbon reduction or bycatch, and no disclosure of its environmental impact."
CHUBU SUISAN CO LTD,Stock Sustainability,"Average. Chubu Suisan’s MEL certification indicates it is sourcing from fisheries managed for sustainable use, which is a positive step. However, the company fails to provide direct evidence of stock assessments for the fisheries it sources from or a more explicit public commitment to avoid overfished stocks."
CHUBU SUISAN CO LTD,Transparency,"Poor. Chubu Suisan provides very limited public information regarding its sourcing and traceability. The company does not publish a list of species or sourcing countries, nor does it quantify the portion of its products covered by certifications."
CJ SEAFOOD,Compliance Enforcement,"Poor. There is no publicly available policy detailing how the company prevents illegally caught (IUU) seafood from entering its supply chains. In addition, there is no public evidence of the company taking enforcement action against suppliers that violate standards."
CJ SEAFOOD,Fishing Practices,"Poor. The company provides no public information on the fishing methods, gear types, or bycatch rates associated with its wild-caught seafood products. This absence of disclosure makes it very difficult to assess the environmental impact of its fishing supply chain."
CJ SEAFOOD,Management Governance,"Average. The parent company, CJ CheilJedang, has established board-level oversight for general ESG issues, which is a positive governance structure. However, there is no evidence of specific advocacy or direct collaboration with conservation groups to improve the management of the fisheries from which CJ Seafood sources."
CJ SEAFOOD,Ocean Health,"Poor. There are no public disclosures regarding the company's specific impacts on marine ecosystems, nor are there any stated targets for ocean health improvement, such as bycatch reduction. The company does not appear to be a member of any major ocean stewardship initiatives."
CJ SEAFOOD,Stock Sustainability,Poor. The company does not provide any evidence that the fisheries it sources from undergo regular stock assessments to ensure population health. There are no public commitments to avoid sourcing from stocks that are known to be overfished.
CJ SEAFOOD,Transparency,"Poor. The company discloses almost none of the critical information needed to assess the sustainability of its seafood portfolio, such as species lists, sourcing locations, or the proportion of certified products. This lack of disclosure prevents stakeholders from independently verifying sustainability claims or understanding the company's sourcing footprint."
CLEAN SEAS SEAFOOD LIMITED,Compliance Enforcement,"Average. The company's ASC certification requires compliance with standards for responsible feed sourcing, which implicitly addresses IUU fishing risks in the supply chain. However, publicly available, detailed policies and specific enforcement actions regarding their feed suppliers are not readily found."
CLEAN SEAS SEAFOOD LIMITED,Fishing Practices,"Not Applicable. This category is not applicable as Clean Seas is an aquaculture-exclusive producer, and the questions relate to wild-capture fishing practices. The company's farming methods are addressed under other categories such as Ocean Health."
CLEAN SEAS SEAFOOD LIMITED,Management Governance,"Good. Sustainability is clearly integrated into the company's governance and business strategy, highlighted by its significant ASC certification and R&D partnerships. There is clear board-level endorsement of sustainability initiatives."
CLEAN SEAS SEAFOOD LIMITED,Ocean Health,"Good. The company's ASC certification provides a strong third-party validation of its efforts to manage and mitigate its environmental impact. Clean Seas also engages in innovative collaborations to further improve its ecological footprint, such as its research into integrated seaweed farming."
CLEAN SEAS SEAFOOD LIMITED,Stock Sustainability,"Not Applicable. As a full-cycle aquaculture operation, Clean Seas manages its own broodstock and does not source from wild fisheries for its primary product. The sustainability of the feed sources is covered by their ASC certification."
CLEAN SEAS SEAFOOD LIMITED,Transparency,"Good. Clean Seas is transparent about its single farmed species and its location, and it has obtained credible third-party certification for its entire product line. While detailed information on their traceability system's interoperability isn't public, they provide access to sustainability and annual reports."
CLEARWATER SEAFOODS INC,Compliance Enforcement,"Poor. The company was convicted of a ""gross violation"" of fishery regulations, indicating a serious lapse in internal compliance. In addition, there is no publicly available, comprehensive IUU policy with verification systems."
CLEARWATER SEAFOODS INC,Fishing Practices,"Poor. While the company provides some general information on its fishing methods and mitigation measures, it fails to publicly quantify bycatch rates or discard data across its fisheries. A significant compliance conviction for illegal gear storage in its lobster fishery highlights a past failure in responsible practices."
CLEARWATER SEAFOODS INC,Management Governance,"Good. Clearwater actively collaborates with government bodies like DFO on fisheries science and management, a practice central to its stated strategy. The recent 50% acquisition and board inclusion of a Mi'kmaq First Nations coalition represents a significant and positive step in governance and collaborative management."
CLEARWATER SEAFOODS INC,Ocean Health,"Average. The company participates in the MSC program, collaborates with DFO, and has set a carbon reduction target. However, it does not provide comprehensive third-party environmental impact assessments or quantified bycatch reduction targets across all its operations."
CLEARWATER SEAFOODS INC,Stock Sustainability,"Average. Clearwater relies on and publicly refers to government-led stock assessments (primarily DFO) for the management of its key fisheries and commits to MSC principles. However, Planet Tracker identified the company as having a high risk of overfishing based on past history and species targeted"
CLEARWATER SEAFOODS INC,Transparency,"Average. Clearwater discloses its main species and sourcing regions and makes claims about its traceability systems and certifications. However, it lacks a comprehensive, consolidated public list of all species and sources, and does not provide quantified portfolio-wide data on traceability or certification coverage."
CMC SEAFOOD,Compliance Enforcement,"Poor. There is no publicly available information on CMC Seafood's policies or enforcement mechanisms regarding sustainability and social responsibility within its supply chain. The company's focus on farmed shrimp makes IUU fishing policies less relevant, but transparency on other compliance issues is lacking."
CMC SEAFOOD,Fishing Practices,Not Applicable. This category is not applicable as CMC Seafood deals exclusively with farmed shrimp. The available information points to their supplier's use of organic farming methods which are described as sustainable.
CMC SEAFOOD,Management Governance,"Poor. No information is publicly available about CMC Seafood's governance structure, board-level oversight for sustainability, or direct advocacy for better management of the aquaculture sector. Any collaboration with conservation groups is indirect through their supplier."
CMC SEAFOOD,Ocean Health,Poor. There is no direct disclosure from CMC Seafood regarding its environmental impact or any company-specific targets for ocean health. The only related information is the description of its supplier's organic farming practices in mangrove ecosystems.
CMC SEAFOOD,Stock Sustainability,"Not Applicable. This category, as defined by the prompt, pertains to wild-capture fisheries and is therefore not applicable to CMC Seafood's farmed shrimp business model. While their supplier has certifications for organic farming, CMC Seafood itself does not provide comprehensive data on the sustainability of its entire product line. . "
CMC SEAFOOD,Transparency,Poor. CMC Seafood provides minimal public information on its sourcing and sustainability practices. The company does not appear to participate in any major transparency initiatives and does not publish detailed reports on its operations.
CNFC OVERSEAS FISHERIES CO LTD,Compliance Enforcement,"Poor. There are no publicly available, specific company policies or verification systems to prevent IUU fishing in its supply chain. In addition, there is no public evidence of the company enforcing any sourcing standards, which is a critical component of a robust compliance system."
CNFC OVERSEAS FISHERIES CO LTD,Fishing Practices,"Poor. While the company mentions its fishing methods, it fails to provide any detailed information on gear selectivity, bycatch mitigation measures, or data on bycatch and discard rates. This lack of disclosure prevents any assessment of the sustainability of its fishing practices."
CNFC OVERSEAS FISHERIES CO LTD,Management Governance,"Poor. No evidence was found of board-level oversight for sustainability, advocacy for better fisheries management, or collaboration with scientific or conservation groups. The governance structure, as presented in public documents, does not appear to prioritize ocean protection and sustainability."
CNFC OVERSEAS FISHERIES CO LTD,Ocean Health,"Poor. There is no publicly available information on the company's environmental impact on marine ecosystems, nor does it disclose any targets for ocean health protection. The company is not a known participant in recognized ocean stewardship initiatives, indicating a lack of proactive engagement in this area."
CNFC OVERSEAS FISHERIES CO LTD,Stock Sustainability,Poor. The company provides no evidence that the fisheries it sources from are subject to regular scientific assessment or monitoring. There is a lack of public commitment or action to avoid sourcing from stocks that are known to be overfished or depleted.
CNFC OVERSEAS FISHERIES CO LTD,Transparency,"Poor. The company discloses very limited information on its sourcing, traceability, and the sustainability of its products. There are no comprehensive public reports on its environmental or social impacts, and it is not a participant in voluntary disclosure initiatives like the Ocean Disclosure Project."
COAST SEAFOOD AS,Compliance Enforcement,"Poor. The company's supplier requirements mention legal compliance but lack a specific, robust policy to prevent IUU fishing within its supply chain. There is no publicly available evidence of the company actively enforcing its sourcing policies, such as through supplier suspensions."
COAST SEAFOOD AS,Fishing Practices,"Poor. There is a complete lack of publicly available information regarding the company's specific fishing methods, gear types, bycatch rates, or any associated mitigation measures. The company relies on the general reputation of its sourcing region rather than providing its own detailed disclosures."
COAST SEAFOOD AS,Management Governance,"Average. Coast Seafood has a group-level ESG policy and a governance structure committed to sustainable development, implying senior-level oversight. However, there is no public evidence of the company actively advocating for better fisheries management or collaborating with scientific and conservation groups on improvement projects."
COAST SEAFOOD AS,Ocean Health,"Poor. The company offers general commitments to stewardship but provides no third-party assessments or specific, measurable public targets for protecting ocean health. Its sustainability report acknowledges the need to establish clear targets and improve data collection, indicating that robust public commitments are not yet in place."
COAST SEAFOOD AS,Stock Sustainability,"Average. The company's reliance on MSC-certified fisheries provides a strong, third-party verified assurance that its wild-caught stocks are assessed and managed sustainably. However, the company itself does not provide direct evidence of these assessments or have its own explicit, public policy about sourcing only from assessed and non-depleted stocks. "
COAST SEAFOOD AS,Transparency,"Poor. Coast Seafood discloses its main products and holds certifications but lacks detailed public transparency. The company does not provide a full sourcing list, does not participate in the Ocean Disclosure Project, and does not publish the percentage of its portfolio covered by certifications or details on its traceability systems."
COMPANIA PESQUERA CAMANCHACA SA,Compliance Enforcement,"Average. The company has a Supplier Code of Conduct and a commitment to fight IUU fishing through its certifications, which implies a policy framework. However, a specific, detailed public policy on IUU prevention across the entire supply chain is not readily available, and there is no public evidence of enforcement actions against non-compliant suppliers."
COMPANIA PESQUERA CAMANCHACA SA,Fishing Practices,"Average. Camanchaca discloses its primary fishing methods and has made some efforts to improve gear, as evidenced by its MSC certifications. However, there is a lack of detailed public information on gear selectivity, mitigation measures for ghost fishing, and, most notably, quantified data on bycatch and discards."
COMPANIA PESQUERA CAMANCHACA SA,Management Governance,"Average. There is clear board-level oversight for sustainability, and the company engages in discussions around fisheries management. However, its advocacy is not always aligned with conservation goals, and details on collaborations with specific scientific or conservation groups for management improvements could be more transparent."
COMPANIA PESQUERA CAMANCHACA SA,Ocean Health,"Average. The company sets public targets for key areas like carbon emissions and antibiotic use and participates in important ocean stewardship initiatives. However, detailed third-party environmental impact assessments for all operations are not proactively published, and specific, quantified targets for bycatch reduction are absent."
COMPANIA PESQUERA CAMANCHACA SA,Stock Sustainability,"Good. Camanchaca demonstrates a strong commitment to sourcing from sustainably managed stocks, evidenced by its high level of MSC certification for its wild-caught fisheries and public statements. The company relies on and refers to stock assessments conducted by national and international bodies to guide its fishing operations."
COMPANIA PESQUERA CAMANCHACA SA,Transparency,"Average. Camanchaca provides a good overview of its main species and has a strong commitment to certification, but it lacks a fully consolidated and detailed public list of all sourcing countries, especially for feed. While traceability systems are in place, their digital and interoperable capabilities across the entire portfolio are not clearly detailed."
COOKE,Compliance Enforcement,"Poor. While Cooke has a supplier code of conduct, it provides no public evidence of its enforcement or a comprehensive IUU risk-assessment policy for its global supply chain. Allegations of non-compliance in a number of its operating regions, while contested by the company, raise significant concerns about its adherence to regulations."
COOKE,Fishing Practices,"Poor. There is a significant lack of public disclosure regarding wild-capture fishing methods, gear types, and measures to mitigate impacts like bycatch and ghost fishing. Without this fundamental information, it is very challenging for external stakeholders to assess the sustainability of the company’s fishing practices."
COOKE,Management Governance,"Average. Cooke has a dedicated executive for sustainability and engages in some scientific collaborations, showing a formal approach to management in this area. However, a lack of disclosure on board-level oversight and public policy advocacy for broader fisheries management reform indicates that governance is not as transparent or proactive as it could be."
COOKE,Ocean Health,"Average. The company shows engagement in some localized conservation and restoration projects and holds some environmental certifications for its aquaculture sites. However, a lack of publicly available, time-bound targets for key metrics like carbon reduction and the presence of serious environmental allegations in several lawsuits prevent a ""Good"" rating."
COOKE,Stock Sustainability,"Average. Cooke sources from some MSC-certified fisheries, which provides assurance that those specific stocks are assessed and managed, and it has a policy for using native salmon strains in its breeding programs. However, there is no comprehensive evidence that all of its globally sourced wild-catch products come from fisheries with regular, credible stock assessments, making its overall performance average."
COOKE,Transparency,"Poor. Cooke discloses very little specific, comprehensive data about its global sourcing, traceability systems, or the impacts of its operations. The company does not participate in key transparency initiatives like the Ocean Disclosure Project and has been flagged by external benchmarks for a lack of public reporting."
CORNELIS VROLIJK,Compliance Enforcement,"Average. The company has public policies and verification systems like VMS to combat IUU fishing in its own operations and a procurement policy for its supply chain. However, there is no publicly available evidence of the company enforcing these policies by taking action against non-compliant suppliers."
CORNELIS VROLIJK,Fishing Practices,"Average. Cornelis Vrolijk discloses its primary fishing methods and some bycatch mitigation measures, such as the use of pingers and experimental camera systems. While some past reports provided quantified bycatch data, this is not a consistent practice, and detailed information across all fisheries is lacking."
CORNELIS VROLIJK,Management Governance,"Good. There is clear board-level oversight for sustainability, and the company actively advocates for better, science-based fisheries management through stakeholder engagement and participation in advisory councils. Cornelis Vrolijk also consistently collaborates with scientific groups to improve data and management practices."
CORNELIS VROLIJK,Ocean Health,"Average. The company acknowledges its environmental impacts and has set public targets for emission and bycatch reduction, and it participates in ocean stewardship initiatives. However, its sustainability reports are not externally verified, which limits the independent validation of its environmental performance claims."
CORNELIS VROLIJK,Stock Sustainability,Good. Cornelis Vrolijk demonstrates a strong commitment to sourcing from sustainably managed stocks by supporting and utilizing scientific stock assessments from bodies like ICES to inform its practices. The company's stated policy is to follow quotas based on the MSY principle to prevent overfishing.
CORNELIS VROLIJK,Transparency,"Average. Cornelis Vrolijk publishes annual CSR reports and discloses its main species and general fishing areas, but it does not provide a comprehensive, disaggregated list of all species and sourcing countries. The company also does not participate in the Ocean Disclosure Project and has seen a significant decline in its certified products, albeit partially due to external political factors."
CORPESCA,Compliance Enforcement,"Poor. Despite having public policies against IUU fishing and a supplier code of conduct, there is no publicly available evidence of Corpesca taking enforcement actions, such as suspending suppliers for non-compliance. The legacy of the ""Caso Corpesca"" also casts a long shadow over the company's commitment to legal and ethical compliance."
CORPESCA,Fishing Practices,"Average. The company discloses its primary fishing method (purse-seine) and some bycatch mitigation measures for seabirds. However, a significant lack of publicly available quantitative data on bycatch and discard rates prevents a more thorough assessment of the real-world impact of its fishing practices."
CORPESCA,Management Governance,"Poor. While Corpesca has a formal governance structure with board-level oversight for sustainability, its history is severely compromised by the ""Caso Corpesca"" bribery scandal, a profound failure in corporate governance. This case of proven corruption to influence fishing laws fundamentally undermines any claims of advocating for fair and science-based fishery management."
CORPESCA,Ocean Health,"Average. The company maintains third-party certifications (Friend of the Sea, MarinTrust) that attest to certain standards of environmental performance and is involved in marine research through CIAM. However, it fails to provide specific, public, and measurable targets for key ocean health metrics like carbon and bycatch reduction."
CORPESCA,Stock Sustainability,"Good. Corpesca sources from fisheries that are subject to regular scientific assessment by national bodies like IFOP and SUBPESCA, and the company itself engages in research via CIAM. Its certifications require sourcing from stocks that are not overfished, providing a degree of assurance regarding the sustainability of its main target species."
CORPESCA,Transparency,"Poor. Corpesca provides limited public disclosure regarding a full species list, the specific coverage of its traceability systems, and the proportion of its products under certification. The company does not participate in transparency initiatives like the Ocean Disclosure Project and its sustainability reporting lacks detailed quantitative data on sourcing impacts."
CORPORACION EMPRESARIAL JEALSA SL,Compliance Enforcement,"Poor. Jealsa has publicly available policies to prevent IUU fishing in its supply chain, which are verified by external audits, but there is no publicly available evidence of the company actively enforcing these policies, such as by suspending non-compliant suppliers. After Kyokuyo, the company has the highest ratio of intentional AIS disabling among the largest tuna harvesters, with 17x more time spent with AIS off than on in 2022."
CORPORACION EMPRESARIAL JEALSA SL,Fishing Practices,"Average. The company discloses some positive practices, such as prohibiting driftnets and ensuring all its tuna is from vessels on the ProActive Vessel Register. However, a lack of detailed, publicly available quantitative data on bycatch rates and discards prevents a ""Good"" rating."
CORPORACION EMPRESARIAL JEALSA SL,Management Governance,Good. Jealsa shows strong performance in this category with clear board-level oversight for sustainability and active collaboration with scientific and conservation groups like ISSF and SFP. Their engagement with and support for Regional Fisheries Management Organizations further solidifies their commitment to better governance of marine resources.
CORPORACION EMPRESARIAL JEALSA SL,Ocean Health,"Average. The company demonstrates a commitment to ocean health through its circular economy model, investment in renewable energy, and participation in stewardship initiatives. The rating remains ""Average"" because of a lack of publicly available, third-party assessments of its sourcing's impact on marine ecosystems and the absence of specific, quantifiable targets for key metrics like bycatch reduction."
CORPORACION EMPRESARIAL JEALSA SL,Stock Sustainability,"Average. Jealsa demonstrates a commitment to sourcing from sustainable stocks by prioritizing MSC-certified fisheries and those in FIPs, and explicitly stating it avoids overfished stocks. Their reliance on and support for scientific bodies and RFMOs for stock status information is a key positive indicator. However, the company is likely to be the single largest harvester of bigeye tuna in the Atlantic ocean, where biomass levels are concerning."
CORPORACION EMPRESARIAL JEALSA SL,Transparency,"Poor. Jealsa provides some transparency through its sustainability reporting and disclosures on certified sourcing percentages and traceability systems but does not publicly disclose a list of its sourced species and their countries of origin. Even though Planet Tracker estimates the company is the fifth largest harvester of tuna globally, it does not disclose its catch volumes. An estimated 96% of the company's catch volumes are 'dark' (cannot be traced to a given vessel)."
CP GROUP,Compliance Enforcement,"Average. The company has strong public policies against IUU fishing and has established verification systems, particularly for its Thai operations, and engages in supplier audits. However, there is a lack of publicly available, concrete evidence of the strict enforcement of these policies, such as the suspension of non-compliant suppliers."
CP GROUP,Fishing Practices,"Not Applicable. As CP Group is primarily an aquaculture company and does not own or operate its own fishing vessels, questions regarding its direct fishing practices are not applicable. While it sources fishmeal from wild-capture fisheries, it provides limited detailed public information on the specific fishing methods of its suppliers."
CP GROUP,Management Governance,Good. CP Group has established clear board-level oversight for its sustainability initiatives and actively collaborates with scientific and conservation groups to improve fisheries management. The company's engagement in multi-stakeholder platforms like SeaBOS and various fishery improvement projects points to a robust governance structure for sustainability.
CP GROUP,Ocean Health,"Good. The company demonstrates a strong commitment to ocean health through its participation in high-level stewardship initiatives like SeaBOS and has set public, group-wide targets for carbon reduction. It also actively engages in projects to combat marine plastic pollution, showing a proactive approach to mitigating its broader environmental footprint."
CP GROUP,Stock Sustainability,"Average. CP Group relies on third-party certifications like MarinTrust to ensure the fisheries it sources from for feed are sustainable, which includes considerations for stock health. While this provides a level of assurance, the company does not publicly disclose the specific stock assessments for all fisheries in its supply chain, limiting direct verification of the sustainability status of all its wild-sourced inputs."
CP GROUP,Transparency,"Average. CP Group discloses some information on its seafood sourcing and traceability efforts, particularly through its sustainability reports and commitments. However, it lacks a comprehensive public list of all species and sourcing countries and does not provide clear, aggregated percentages for traceability or certification coverage, leaving significant gaps in its public disclosure."
CP PRIMA,Compliance Enforcement,"Poor. There is no publicly available, specific company policy to prevent IUU fishing within its feed supply chain. In addition, there is no public evidence of the company taking enforcement action against suppliers for non-compliance with sustainability standards."
CP PRIMA,Fishing Practices,"Not Applicable. This category is not applicable as CP Prima's primary business is aquaculture, not wild-capture fishing. There is insufficient information disclosed regarding the fishing practices within its feed supply chain to provide a meaningful rating."
CP PRIMA,Management Governance,"Average. Board-level responsibility for sustainability reporting exists, and the company's extensive certifications imply a governance structure for sustainable practices in its aquaculture operations. However, there is no evidence of a dedicated board sustainability committee or advocacy from the company towards improving the management of the wild fisheries it sources from for feed."
CP PRIMA,Ocean Health,"Poor. The company discloses its adherence to local environmental regulations and engages in some community-level environmental CSR. However, there is a lack of publicly available, specific, and measurable targets for critical ocean health issues like carbon emissions and bycatch, and no evidence of participation in major ocean stewardship initiatives."
CP PRIMA,Stock Sustainability,"Poor. CP Prima does not publicly disclose information on the sustainability status of the fisheries used for its feed ingredients. There is no evidence provided that these sources undergo regular stock assessments, nor are there any public commitments to avoid sourcing from overfished stocks."
CP PRIMA,Transparency,"Average. CP Prima is transparent about its numerous certifications and claims of traceability, which are verified by standards like BAP and ASC. However, it lacks a fully detailed and public disclosure of all its sourced species and their origins, particularly for the raw materials used in its extensive feed production operations."
CUULONG FISH,Compliance Enforcement,"Average. The company's BAP-certified feed mill provides a verification system against IUU-sourced material in its feed, which is a crucial compliance measure. However, it does not publish its own explicit anti-IUU policy, and there is no public evidence of how it enforces its sourcing standards with suppliers."
CUULONG FISH,Fishing Practices,"Not Applicable. The company is engaged exclusively in aquaculture, so questions related to wild-capture fishing methods, bycatch, and discards do not apply to its business model."
CUULONG FISH,Management Governance,"Average. The company participates in industry-level advocacy through its certifications and association memberships, but there is no evidence of direct, company-led advocacy or collaboration with conservation groups. There is also a lack of public information on specific board-level oversight for sustainability, which is a gap in governance transparency."
CUULONG FISH,Ocean Health,"Average. The company relies entirely on its ASC and BAP certifications to manage and communicate its environmental performance, which is a credible approach. However, it does not disclose its own public targets for key metrics like carbon reduction, nor does it make third-party audit results readily available to the public."
CUULONG FISH,Stock Sustainability,"Average. By using BAP-certified feed, the company provides indirect assurance that marine ingredients are sourced from managed fisheries rather than depleted stocks. This commitment is fulfilled by adhering to the certification standards, though direct reporting on feed sustainability is not provided."
CUULONG FISH,Transparency,"Average. Cuulong Fish discloses its farmed species and production country but lacks detail on the sourcing of its feed ingredients. While its extensive certifications imply strong traceability, the company is not fully transparent about the specific technologies used or the exact proportion of its portfolio that is certified."
DAHU AQUACULTURE COMPANY LIMITED,Compliance Enforcement,"Poor. There is no publicly available information on policies or verification systems to ensure sustainability standards within its supply chain, such as a supplier code of conduct or evidence of enforcement actions. In addition, the company has faced legal disputes with local governments over environmental compliance."
DAHU AQUACULTURE COMPANY LIMITED,Fishing Practices,"Not Applicable. This category, which includes gear selectivity, bycatch, and ghost fishing, relates to wild-capture fishing methods. As Dahu Aquaculture is an aquaculture enterprise, these specific practices are not part of its business model."
DAHU AQUACULTURE COMPANY LIMITED,Management Governance,"Poor. While the company collaborates with scientific institutions for its own operational development, there is no evidence of board-level oversight dedicated to sustainability or any public advocacy for better fisheries management. The lack of clear governance structures for environmental and social issues is also a concern."
DAHU AQUACULTURE COMPANY LIMITED,Ocean Health,"Not Applicable. The company's operations are exclusively in freshwater aquaculture within China, not in marine environments. Therefore, an assessment of its impact on ocean health is not applicable."
DAHU AQUACULTURE COMPANY LIMITED,Stock Sustainability,"Not Applicable. The company's model is based on farming fish in contained freshwater lakes and reservoirs, not sourcing from wild stocks. Therefore, questions regarding public stock assessments of wild fisheries and commitments to avoid overfished stocks are not applicable."
DAHU AQUACULTURE COMPANY LIMITED,Transparency,"Poor. The company discloses very little public information regarding its farmed species, sourcing, traceability, or the proportion of its products covered by certifications. Key details that would allow for independent sustainability assessment are absent from its public-facing reports and website. The cancellation of its organic certification in 2024 further reduces its certified transparency."
DAI-ICHI SUISAN CO LTD,Compliance Enforcement,"Poor. The company has food safety policies and certifications, but there is no publicly available policy specifically targeting IUU fishing. In addition, there is no evidence of enforcement actions taken against suppliers for breaching any sourcing standards."
DAI-ICHI SUISAN CO LTD,Fishing Practices,"Not Applicable. As a wholesaler, Dai-ichi Suisan is not directly involved in fishing operations. However, it provides no disclosure on the fishing practices associated with the products it sources, making an assessment of its supply chain's practices very challenging from public information."
DAI-ICHI SUISAN CO LTD,Management Governance,"Poor. There is no publicly available information indicating board-level oversight for sustainability, advocacy for better fisheries management, or collaboration with scientific or conservation groups. The company's governance focus appears to be on food safety rather than broader environmental and sustainability issues."
DAI-ICHI SUISAN CO LTD,Ocean Health,"Poor. Dai-ichi Suisan makes a general commitment to the sustainable use of marine resources under its SDG initiatives but provides no specific targets, public reports, or data on its environmental impact. There is no evidence of participation in significant ocean stewardship initiatives beyond a basic promotional campaign."
DAI-ICHI SUISAN CO LTD,Stock Sustainability,"Average. The company handles MSC and ASC certified products, which demonstrates a capability and willingness to source from assessed and certified sustainable fisheries. However, without a public commitment to avoid overfished stocks or data on the proportion of certified products, its overall performance cannot be rated higher."
DAI-ICHI SUISAN CO LTD,Transparency,"Poor. The company discloses very little information about its sourcing and sustainability practices. While it holds certifications that require traceability, there is no public list of species, sourcing countries, or the proportion of its portfolio that is certified."
DAIREI,Compliance Enforcement,Not Applicable. This category is not applicable because Dairei does not have a seafood supply chain or related sourcing policies to enforce. The company is not directly involved in sourcing or trading seafood.
DAIREI,Fishing Practices,Not Applicable. This category is not applicable as Dairei is a freezer manufacturer and technology supplier. The company is not directly involved in catching fish.
DAIREI,Management Governance,Poor. There is no publicly available information to suggest that Dairei has board-level oversight for sustainability or any governance structure dedicated to managing the environmental and social impacts of its value chain. The company shows no public engagement in advocating for better practices within the industries it serves.
DAIREI,Ocean Health,"Poor. The company makes no public commitments or disclosures related to ocean health, despite its products being integral to the global seafood industry. While Dairei mentions its freezers are ""environmentally friendly,"" this claim refers to the refrigerant gas used and is not supported by broader life-cycle assessments or ocean-related stewardship."
DAIREI,Stock Sustainability,"Not Applicable. This category is not applicable as Dairei does not source seafood from wild fisheries. Therefore, questions of stock health and assessments are outside its direct operational scope."
DAIREI,Transparency,"Poor. Dairei provides no public information related to sustainability, its role in the seafood value chain, or the practices of the industries it supplies. As a key technology enabler for the fishing industry, this lack of transparency on relevant ESG (Environmental, Social, and Governance) topics is a significant shortcoming."
DAISYO,Compliance Enforcement,"Average. Through its subsidiary Yonekawa Suisan, the company has a stated policy against IUU fishing. However, there is a lack of public information on the verification systems in place and no evidence of enforcement actions against non-compliant suppliers."
DAISYO,Fishing Practices,"Poor. Daisyo does not disclose any information about the fishing methods used in its supply chain, nor does it provide data on bycatch or other ecosystem impacts."
DAISYO,Management Governance,"Poor. There is no publicly available information indicating board-level oversight for sustainability, advocacy for better fisheries management, or collaboration with scientific and conservation groups. The primary focus appears to be on internal food safety standards."
DAISYO,Ocean Health,"Poor. The company does not disclose its environmental impact on marine ecosystems, nor has it set public targets for ocean health protection. There is no evidence of participation in ocean stewardship initiatives."
DAISYO,Stock Sustainability,"Average. The company's subsidiary, Yonekawa Suisan, makes general commitments to source from fisheries with catch limits, suggesting an awareness of stock sustainability issues. However, Daisyo itself does not provide any concrete evidence of sourcing from fisheries with regular stock assessments or specific actions to avoid overfished stocks."
DAISYO,Transparency,"Poor. Daisyo provides very little public information regarding its seafood sourcing. There is no disclosure of species, origins, or the extent of traceability and certification within its supply chain."
DALIAN HAIBAO FOOD CO LTD,Compliance Enforcement,Poor. The company shows no public policies or verification systems related to preventing IUU fishing in its supply chain. Its compliance focus appears to be entirely on food safety and quality standards rather than environmental or sourcing enforcement.
DALIAN HAIBAO FOOD CO LTD,Fishing Practices,"Not Applicable/Poor. This category is largely not applicable to the company's primary business of seaweed aquaculture. However, for its ""Seasoned Seafood"" category, no information on fishing methods or bycatch is disclosed, indicating poor performance for that part of its portfolio."
DALIAN HAIBAO FOOD CO LTD,Management Governance,Poor. No evidence of board-level oversight for sustainability or advocacy for better resource management could be found. The company does not appear to collaborate with scientific or conservation groups on marine health.
DALIAN HAIBAO FOOD CO LTD,Ocean Health,"Poor. There is no disclosure of the company's environmental impacts, nor are there any public targets for protecting ocean health. The company does not appear to participate in any external ocean stewardship initiatives."
DALIAN HAIBAO FOOD CO LTD,Stock Sustainability,"Not Applicable/Poor. The core business of farmed seaweed does not require wild stock assessments. For any wild-caught products it may sell, the company provides no evidence of sourcing from assessed stocks or any commitment to avoid overfished populations."
DALIAN HAIBAO FOOD CO LTD,Transparency,"Poor. The company is not transparent about its sourcing, providing no comprehensive species list, sourcing origins for its non-seaweed products, or sustainability certifications. There is a complete lack of public reporting on environmental or social impacts."
DALIAN HAIYANGDAO AQUATIC PRODUCTS GROUP CO LTD,Compliance Enforcement,Not applicable. The company is focused on farming scallops.
DALIAN HAIYANGDAO AQUATIC PRODUCTS GROUP CO LTD,Fishing Practices,Not Applicable. The company's publicly available information focuses exclusively on its aquaculture operations within its marine ranch.
